ano;mes;processo_numero;colocacao_lona_situacao;colocacao_lona_data;colocacao_lona_justificativa;colocacao_lona_metragem;colocacao_lona_qtd_pontos
 0;Não informado;8005358012;Não;;ENDEREÇO NÃO ENCONTRADO.; 0; 0
 2013;03-marco;8003999812;Sim;04/03/2013;LONA COLOCADA; 480; 1
 2012;06-junho;8003615512;Sim;22/06/2012;; 120; 1
 2012;06-junho;8003629612;Sim;14/06/2012;lona colocada; 320; 1
 0;Não informado;8003616112;Não;;PEDIDO EM DUPLICIDADE COM O PROTOCOLO 80.03616.1.12; 0; 0
 2012;06-junho;8003617812;Sim;18/06/2012;; 160; 1
 0;Não informado;8003618412;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;04-abril;8003652812;Sim;11/04/2013;LONA COLOCADA; 160; 1
 2013;02-fevereiro;8002109713;Sim;25/02/2013;1-15X08; 120; 1
 2012;07-julho;8004618812;Sim;12/07/2012;; 240; 1
 2012;06-junho;8003565812;Sim;26/06/2012;lona colocada; 240; 1
 2012;06-junho;8003630412;Sim;21/06/2012;; 360; 1
 2013;04-abril;8004236812;Sim;15/04/2013;LONA COLOCADA.; 400; 1
 2012;06-junho;8001093112;Sim;14/06/2012;Colocação em (13/06/12).; 120; 1
 2012;06-junho;8003400912;Sim;08/06/2012;Colocação em 06/06/12.; 240; 1
 2012;06-junho;8003401512;Sim;08/06/2012;Colocação em 06/06/12.; 480; 1
 2012;06-junho;8003402112;Sim;21/06/2012;; 360; 1
 0;Não informado;8003445212;Não;;Local atendido pela reg Noroeste; 0; 0
 0;Não informado;8004362312;Não;;IMÓVEL NÃO LOCALIZADO.; 0; 0
 2012;06-junho;8003476512;Sim;12/06/2012;Colocação em (11/06/12); 240; 1
 2012;06-junho;8003478812;Sim;12/06/2012;Colocação em (11/06/12); 480; 1
 2012;07-julho;8003408012;Sim;13/07/2012;lona colocada; 120; 1
 2012;06-junho;8003447512;Sim;27/06/2012;; 120; 1
 2013;04-abril;8003448112;Sim;05/04/2013;LONA COLOCADA; 120; 1
 0;Não informado;8003411012;Não;;falta roçagem!; 0; 0
 2013;02-fevereiro;8003398412;Sim;15/02/2013;LONA COLOCADA.; 120; 1
 2012;06-junho;8003412712;Sim;08/06/2012;; 120; 1
 2012;06-junho;8003413312;Sim;08/06/2012;; 160; 1
 2012;06-junho;8001088812;Sim;19/06/2012;; 120; 1
 2012;07-julho;8005571512;Sim;30/07/2012;; 120; 1
 0;Não informado;8003406712;Não;;Pedido duplicado prot 80.02463.7.12; 0; 0
 0;Não informado;8003642212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE SOLICITAÇÕES E PELO FIM DO INVERNO.; 0; 0
 2012;07-julho;8003512112;Sim;13/07/2012;; 120; 1
 0;Não informado;8003895812;Não;;O ENDEREÇO NÃO LOCALIZADO.; 0; 0
 0;Não informado;8003151912;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8007018112;Sim;23/02/2013;; 360; 1
 0;Não informado;8003420012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;03-marco;8002987612;Sim;27/03/2013;LONA COLOCADA; 320; 1
 2013;01-janeiro;8003080412;Sim;04/01/2013;10 PIQUETES; 320; 1
 2012;07-julho;8003378312;Sim;03/07/2012;; 800; 2
 0;Não informado;8003382012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8003026012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8003150212;Sim;21/06/2012;; 240; 1
 2012;06-junho;8003481912;Sim;12/06/2012;; 1200; 1
 2012;06-junho;8003511512;Sim;13/06/2012;lona colocada; 120; 1
 2012;07-julho;8003482512;Sim;09/07/2012;; 160; 1
 2012;06-junho;8003484812;Sim;12/06/2012;; 240; 1
 2012;06-junho;8003485412;Sim;12/06/2012;; 240; 1
 2012;04-abril;8001147412;Sim;11/04/2012;; 480; 1
 2012;06-junho;8003486012;Sim;12/06/2012;; 520; 1
 0;Não informado;8005034012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 0;Não informado;8003896412;Não;;HÁ SOLICITAÇÕES ANTERIORES COM O MESMO SOLICITANTE. DUPLICIDADE 1º PROC.: 8002821012, 2º 8003435712.; 0; 0
 0;Não informado;8004169912;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8003898712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8005139612;Sim;19/07/2012;COM ROÇAGEM 160M²; 160; 1
 2012;07-julho;8003902412;Sim;09/07/2012;; 360; 1
 2013;04-abril;8003904712;Sim;11/04/2013;LONA COLOCADA; 160; 1
 2013;04-abril;8003998112;Sim;08/04/2013;LONA COLOCADA. OBS: O NÚMERO DA RESIDÊNCIA ESTÁ INCORRETO, O CERTO É 92.; 160; 1
 0;Não informado;8003774612;Não;;COMPETÊNCIA DA REGIONAL NORTE.; 0; 0
 0;Não informado;8003589412;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;08-agosto;8003581312;Sim;28/08/2012;lona colocada; 120; 1
 2012;06-junho;8003804212;Sim;20/06/2012;; 240; 1
 2012;06-junho;8003584212;Sim;28/06/2012;; 240; 1
 2012;08-agosto;8003619012;Sim;06/08/2012;; 160; 1
 2013;04-abril;8003583612;Sim;08/04/2013;LONA COLOCADA; 160; 1
 2012;07-julho;8003906012;Sim;03/07/2012;; 120; 1
 2012;07-julho;8001300712;Sim;20/07/2012;; 1160; 1
 2012;05-maio;8003184412;Sim;31/05/2012;; 120; 1
 0;Não informado;8001301312;Não;;Imóvel demolido. Morador recebendo Auxílio Moradia; 0; 0
 2012;05-maio;8003113012;Sim;30/05/2012;; 360; 1
 2012;06-junho;8003114612;Sim;04/06/2012;lona colocada; 120; 1
 2012;05-maio;8003115212;Sim;30/05/2012;; 120; 1
 2012;05-maio;8003185012;Sim;31/05/2012;; 160; 1
 2012;05-maio;8003116912;Sim;30/05/2012;; 240; 1
 2012;05-maio;8003117512;Sim;30/05/2012;; 240; 1
 2012;05-maio;8003118112;Sim;30/05/2012;; 240; 1
 2012;06-junho;8003267712;Sim;08/06/2012;Colocação em 06/06/12.; 240; 1
 2012;06-junho;8003188012;Sim;08/06/2012;Colocação em 06/06/12.; 120; 1
 2012;06-junho;8003120612;Sim;13/06/2012;; 240; 1
 2013;03-marco;8003122912;Sim;19/03/2013;LONA COLOCADA; 80; 1
 2013;04-abril;8005415312;Sim;16/04/2013;LONA COLOCADA.; 160; 1
 2012;06-junho;8003123512;Sim;06/06/2012;; 440; 1
 2012;06-junho;8003277212;Sim;08/06/2012;Colocação em 06/06/12.; 240; 1
 0;Não informado;8003124112;Não;;moradora não quis mais a colocação.; 0; 0
 2012;07-julho;8003125812;Sim;14/07/2012;; 640; 1
 2012;06-junho;8002631712;Sim;18/06/2012;lona colocada; 240; 1
 2012;06-junho;8003129312;Sim;14/06/2012;lona plastica; 240; 1
 2012;06-junho;8003130112;Sim;08/06/2012;; 160; 1
 0;Não informado;8003553012;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE DEMANDA DE SOLICITAÇÕES E O FIM DO INVERNO.; 0; 0
 2013;03-marco;8002466612;Sim;05/03/2013;LONA COLOCADA.; 160; 1
 2012;06-junho;8002525212;Sim;04/06/2012;; 160; 1
 2012;06-junho;8002561912;Sim;08/06/2012;Colocação em 06/06/12.; 200; 1
 2012;06-junho;8002563112;Sim;22/06/2012;; 240; 2
 2012;06-junho;8002463712;Sim;20/06/2012;; 160; 1
 2013;04-abril;8002556512;Sim;15/04/2013;LONA COLOCADA.; 400; 1
 0;Não informado;8002903712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8003463012;Sim;19/06/2012;; 160; 1
 0;Não informado;8005041612;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;06-junho;8003489012;Sim;12/06/2012;; 160; 1
 2012;06-junho;8003465312;Sim;12/06/2012;Colocação em (11/06/12); 480; 1
 2012;06-junho;8003555212;Sim;24/06/2012;; 120; 1
 2012;06-junho;8003479412;Sim;14/06/2012;lona colocada; 120; 1
 0;Não informado;8003466012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;07-julho;8003506112;Sim;09/07/2012;; 200; 1
 0;Não informado;8003468212;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8003135312;Sim;14/06/2012;lona colocada; 120; 1
 0;Não informado;8003471312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8003389512;Não;;Solicitação atendida através do Procsso n.º 8004168212.; 0; 0
 2012;06-junho;8002978712;Sim;19/06/2012;; 240; 1
 2012;07-julho;8003136012;Sim;21/07/2012;; 120; 1
 2012;06-junho;8002802612;Sim;12/06/2012;lona colocada; 360; 1
 2012;07-julho;8003137612;Sim;10/07/2012;lona colocada; 120; 1
 2013;04-abril;8002850012;Sim;06/04/2013;LONA COLOCADA; 160; 1
 2012;06-junho;8003192712;Sim;18/06/2012;; 120; 1
 0;Não informado;8004241112;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE SOLICITAÇÕES E PELO FIM DO INVERNO; 0; 0
 2013;04-abril;8002975812;Sim;06/04/2013;LONA COLOCADA (PLANTÃO); 160; 1
 2012;06-junho;8003012912;Sim;19/06/2012;; 120; 1
 2012;06-junho;8002473212;Sim;14/06/2012;; 400; 1
 2013;02-fevereiro;8007063712;Sim;23/02/2013;; 200; 1
 2012;06-junho;8002634612;Sim;18/06/2012;; 120; 1
 0;Não informado;8003509012;Não;;Endereço não localizado; 0; 0
 0;Não informado;8003508412;Não;;Localidade atendido pela nroeste; 0; 0
 2012;08-agosto;8002944512;Sim;19/08/2012;LP colocada; 400; 1
 2012;06-junho;8002945112;Sim;18/06/2012;; 120; 1
 2012;06-junho;8003008112;Sim;01/06/2012;lona colocada; 80; 1
 2013;03-marco;8003036512;Sim;01/03/2013;LONA COLOCADA; 80; 1
 2012;07-julho;8002948012;Sim;05/07/2012;lona colocada; 240; 1
 2012;05-maio;8002949712;Sim;25/05/2012;Colocação em 24/05/12.; 240; 1
 2012;05-maio;8003010612;Sim;28/05/2012;Colocação pela equipe de plantão em (26/05/12).; 600; 1
 2013;02-fevereiro;8002514913;Sim;28/02/2013;1 - 15x08; 120; 1
 2013;02-fevereiro;8007064312;Sim;23/02/2013;; 160; 1
 2012;05-maio;8003011212;Sim;28/05/2012;Colocação pela equipe de plantão em (26/05/12).; 240; 1
 2013;01-janeiro;8005182912;Sim;17/01/2013;LONA COLOCADA TALUDE SUPERIOR E INFERIOR.; 320; 1
 2012;07-julho;8003315112;Sim;06/07/2012;lona colocada; 480; 1
 0;Não informado;8003013512;Não;;Em visita ( 08.08.12 ) ao local pela equipe operacional, foi constatado que não tem condições de colocar a lona, pois a encosta é muito alto, necessitando de corte de árvore.; 0; 0
 0;Não informado;8002957012;Não;;A URB-Recife realizou a aplicação de gel na barreira.; 0; 0
 2012;06-junho;8002959212;Sim;21/06/2012;lona colocada; 120; 1
 2013;04-abril;8002961712;Sim;08/04/2013;LONA COLOCADA; 160; 1
 2013;03-marco;8002962312;Sim;06/03/2013;LONA COLOCADA; 160; 1
 2012;06-junho;8003280312;Sim;11/06/2012;lona colocada; 120; 1
 2012;07-julho;8003268312;Sim;12/07/2012;lona colocada; 480; 1
 0;Não informado;8003539712;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;08-agosto;8003270812;Sim;20/08/2012;lona colocada; 120; 1
 2012;06-junho;8001105012;Sim;12/06/2012;lona colocada; 360; 1
 2012;06-junho;8003639112;Sim;18/06/2012;; 240; 1
 0;Não informado;8003231212;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;06-junho;8003399012;Sim;08/06/2012;Colocação em 06/06/12.; 120; 1
 0;Não informado;8003235812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE QUANTIDADE DE PEDIDOS E PELO FIM DO INVERNO.; 0; 0
 2012;06-junho;8003272012;Sim;06/06/2012;; 120; 1
 2013;02-fevereiro;8002019813;Sim;23/02/2013;; 120; 1
 2012;08-agosto;8004479812;Sim;22/08/2012;; 240; 1
 2012;07-julho;8005327712;Sim;17/07/2012;; 120; 1
 0;Não informado;8003542812;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE DEMANDA DE SOLICITAÇÕES E O FIM DO INVERNO.; 0; 0
 2012;06-junho;8003178412;Sim;22/06/2012;lona colocada; 120; 1
 2012;06-junho;8003240112;Sim;20/06/2012;; 320; 1
 2012;06-junho;8003179012;Sim;09/06/2012;; 440; 1
 2013;02-fevereiro;8007065012;Sim;23/02/2013;; 120; 1
 2012;07-julho;8004244012;Sim;03/07/2012;; 360; 1
 2012;05-maio;8003182112;Sim;31/05/2012;; 120; 1
 2012;05-maio;8003064912;Sim;31/05/2012;Colocação em 30/05/12.; 160; 1
 0;Não informado;8001157012;Não;;SOLICITAÇÃO NÃO ATENDIDA, DEVIDO A GRANDE DEMANDA DE SOLICITAÇÕES E AO FIM DO INVERNO.; 0; 0
 2012;06-junho;8001180112;Sim;26/06/2012;; 400; 1
 0;Não informado;8005298712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;05-maio;8001228412;Sim;30/05/2012;; 640; 1
 2012;06-junho;8001238012;Sim;05/06/2012;; 240; 1
 2012;05-maio;8003183812;Sim;31/05/2012;; 120; 1
 2012;05-maio;8001267012;Sim;25/05/2012;; 720; 2
 2012;06-junho;8003112312;Sim;14/06/2012;; 240; 1
 0;Não informado;8002451912;Não;;SOLICITAÇÃO NÃO ATENDIDA, DEVIDO A GRANDE DEMANDA DE SOLICITAÇÕES E AO FIM DO INVERNO.; 0; 0
 2012;06-junho;8002888812;Sim;28/06/2012;; 120; 1
 0;Não informado;8002628612;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8007074912;Sim;23/02/2013;; 120; 1
 2013;03-marco;8002891912;Sim;13/03/2013;LONA COLOCADA; 80; 1
 2012;08-agosto;8002529812;Sim;24/08/2012;lona colocada; 240; 1
 0;Não informado;8003058912;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8001146812;Não;;Pedido duplicado com o prot 80.01146.8.12; 0; 0
 2012;07-julho;8002895412;Sim;10/07/2012;; 280; 1
 2013;03-marco;8002963813;Sim;11/03/2013;1-15x08; 120; 1
 0;Não informado;8002896012;Não;;SOLICITAÇÃO NÃO ATENDIDA, DEVIDO AO GRANDE NÚMERO DE SOLICITAÇÕES E AO FIM DO INVERNO.; 0; 0
 0;Não informado;8001156312;Não;;Solicitação em duplicidade com o protocolo 80.01149.7.12; 0; 0
 0;Não informado;8003380812;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8002898312;Sim;27/06/2012;lona colocada; 120; 1
 0;Não informado;8003397812;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8002899012;Sim;05/06/2012;lona colocada; 240; 1
 0;Não informado;8002900812;Não;;FEITA A ROÇAGEM MUITO GRANDE E SOLICITA COLOCAÇÃO DE GEL.; 0; 0
 0;Não informado;8004432112;Não;;Protocolo duplicado com o 80.04326.7.12; 0; 0
 2012;06-junho;8002904312;Sim;18/06/2012;; 320; 1
 2012;06-junho;8002995912;Sim;12/06/2012;colocação de lona plástica pela equipe de plantão( 09/06/12); 120; 1
 2012;06-junho;8002458312;Sim;20/06/2012;lona colocada; 360; 1
 2013;02-fevereiro;8007066612;Sim;23/02/2013;; 120; 1
 2012;06-junho;8002908912;Sim;19/06/2012;; 480; 1
 2012;06-junho;8002906612;Sim;20/06/2012;; 240; 1
 0;Não informado;8002980112;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8002909512;Sim;11/06/2012;; 160; 1
 2012;06-junho;8003229812;Sim;15/06/2012;; 240; 1
 2012;06-junho;8002990712;Sim;08/06/2012;Colocação em 06/06/12.; 160; 1
 0;Não informado;8002910312;Não;;Solicitação em duplicidade com o prot 80.01542.0.12; 0; 0
 2013;03-marco;8002982412;Sim;20/03/2013;LONA COLOCADA; 320; 1
 2012;06-junho;8004003312;Sim;25/06/2012;lona colocada; 80; 1
 2012;05-maio;8002912612;Sim;29/05/2012;; 400; 1
 2013;04-abril;8002913212;Sim;11/04/2013;LONA COLOCADA; 160; 1
 0;Não informado;8002983012;Não;;SOLICITAÇÃO NÃO ATENDIDA, DEVIDO AO GRANDE NÚMERO DE SOLICITAÇÕES E AO FIM DO INVERNO.; 0; 0
 2012;05-maio;8002914912;Sim;28/05/2012;Colocação pela equipe de plantão em (26/05/12).; 240; 1
 0;Não informado;8002915512;Não;;ENDEREÇO NÃO ENCONTRADO, APESAR DE INTENSO PROCURA. NENHUM MORADOR DA LOCALIDADE SOUBE INFORMAR SOBRE O ENDEREÇO ESPECÍFICO.; 0; 0
 2012;06-junho;8002984712;Sim;19/06/2012;; 240; 1
 2012;06-junho;8002919012;Sim;01/06/2012;LONA COLOCADA; 120; 1
 2012;08-agosto;8005186412;Sim;28/08/2012;lona colocada; 240; 1
 0;Não informado;8003386612;Não;;SOLICITAÇÃO NÃO ATENDIDA PELA GRANDE DEMANDA DE SOLICITAÇÕES E O FIM DO INVERNO.; 0; 0
 0;Não informado;8002985312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;02-fevereiro;8007067212;Sim;26/02/2013;; 800; 1
 2012;06-junho;8002921512;Sim;18/06/2012;; 1080; 1
 2013;04-abril;8002922112;Sim;06/04/2013;LONA COLOCADA (PLANTÃO); 160; 1
 2013;01-janeiro;8004788012;Sim;30/01/2013;LONA COLOCADA.; 160; 1
 2012;05-maio;8002924412;Sim;31/05/2012;; 160; 1
 2012;06-junho;8003387212;Sim;25/06/2012;; 280; 1
 0;Não informado;8002926712;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;06-junho;8002993612;Sim;08/06/2012;Colocação em 06/06/12.; 120; 1
 0;Não informado;8002927312;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2013;03-marco;8003438612;Sim;18/03/2013;LONA COLOCADA.; 160; 1
 2012;07-julho;8002460812;Sim;06/07/2012;lona colocada; 480; 1
 0;Não informado;8002928012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 0;Não informado;8002929612;Não;;ENCARREGADO INFORMA QUE JÁ VISITOU IMOVEL POR CERCA DE 3 VEZES E SEMPRE ENCONTRA-O FECHADO.; 0; 0
 0;Não informado;8002998812;Não;;SOLICITAÇÃO NÃO ATENDIDA, DEVIDO AO GRANDE NÚMERO DE SOLICITAÇÕES E AO FIM DO INVERNO.; 0; 0
 2012;06-junho;8002930412;Sim;08/06/2012;; 240; 1
 2012;06-junho;8002931012;Sim;25/06/2012;; 200; 1
 0;Não informado;8002999412;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;05-maio;8002935612;Sim;25/05/2012;Colocação em 24/05/12; 320; 1
 2012;05-maio;8003018712;Sim;28/05/2012;; 120; 1
 0;Não informado;8002934012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
 2012;05-maio;8002936212;Sim;25/05/2012;Colocação em 24/05/12; 120; 1
 2012;06-junho;8003000012;Sim;13/06/2012;; 240; 1
 2012;05-maio;8002938512;Sim;25/05/2012;Colocação em 24/05/12; 120; 1
 0;Não informado;8004247012;Não;;Devido a chegada do período de estiagem, estão supensas as colocações de lonas nas áreas de risco, até alguma mudança da pluvimetria.; 0; 0
