currentTime,totalCpuUsage...,totalMemory,availableMemory,usedMemory,percentageMemory...,totalSwap,freeSwap,usedSwap,percentageSwap...,totalPartition,usedPartition,freePartition,percentagePartition...,total_IO_read,total_IO_write
2020-01-29 08:51:19.199131,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,339.62MB
2020-01-29 08:52:19.461583,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,339.89MB
2020-01-29 08:53:19.711544,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.05MB
2020-01-29 08:54:19.975030,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.14MB
2020-01-29 08:55:20.191725,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.22MB
2020-01-29 08:56:20.455630,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.34MB
2020-01-29 08:57:20.703446,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.43MB
2020-01-29 08:58:20.966828,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.62MB
2020-01-29 08:59:21.183155,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,340.84MB
2020-01-29 09:00:21.445525,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,341.14MB
2020-01-29 09:01:21.695141,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,341.39MB
2020-01-29 09:02:21.957443,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,341.63MB
2020-01-29 09:03:22.207128,9.1,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,342.11MB
2020-01-29 09:04:22.468954,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,342.37MB
2020-01-29 09:05:22.687145,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,342.62MB
2020-01-29 09:06:22.949533,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,342.88MB
2020-01-29 09:07:23.199121,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,343.12MB
2020-01-29 09:08:23.461562,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,343.34MB
2020-01-29 09:09:23.711145,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,343.60MB
2020-01-29 09:10:23.973572,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,343.86MB
2020-01-29 09:11:24.191098,9.1,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,344.11MB
2020-01-29 09:12:24.453430,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,344.37MB
2020-01-29 09:13:24.703126,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,344.60MB
2020-01-29 09:14:24.923151,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,344.83MB
2020-01-29 09:15:25.183174,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,345.08MB
2020-01-29 09:16:25.445525,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,345.32MB
2020-01-29 09:17:25.695159,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,345.57MB
2020-01-29 09:18:25.957568,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,345.84MB
2020-01-29 09:19:26.207124,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,346.07MB
2020-01-29 09:20:26.459129,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,346.33MB
2020-01-29 09:21:26.687141,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,346.62MB
2020-01-29 09:22:26.949605,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,346.84MB
2020-01-29 09:23:27.199138,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,347.14MB
2020-01-29 09:24:27.461543,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,347.38MB
2020-01-29 09:25:27.711140,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,347.60MB
2020-01-29 09:26:27.973498,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,347.87MB
2020-01-29 09:27:28.191145,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,348.12MB
2020-01-29 09:28:28.451120,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,348.47MB
2020-01-29 09:29:28.703154,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,348.81MB
2020-01-29 09:30:28.963070,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,349.09MB
2020-01-29 09:31:29.183150,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,349.30MB
2020-01-29 09:32:29.445497,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,349.56MB
2020-01-29 09:33:29.695137,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,349.82MB
2020-01-29 09:34:29.957516,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,350.06MB
2020-01-29 09:35:30.207180,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,350.31MB
2020-01-29 09:36:30.469522,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,350.58MB
2020-01-29 09:37:30.687153,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,350.83MB
2020-01-29 09:38:30.949450,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,351.08MB
2020-01-29 09:39:31.199139,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,351.31MB
2020-01-29 09:40:31.461548,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,351.62MB
2020-01-29 09:41:31.711127,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,351.88MB
2020-01-29 09:42:31.973494,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,352.12MB
2020-01-29 09:43:32.191180,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,352.33MB
2020-01-29 09:44:32.453589,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,352.56MB
2020-01-29 09:45:32.703174,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,352.80MB
2020-01-29 09:46:32.965550,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,353.02MB
2020-01-29 09:47:33.183144,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,353.27MB
2020-01-29 09:48:33.445459,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,353.52MB
2020-01-29 09:49:33.695139,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,353.77MB
2020-01-29 09:50:33.957374,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,354.01MB
2020-01-29 09:51:34.207139,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,354.26MB
2020-01-29 09:52:34.469405,9.1,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,354.47MB
2020-01-29 09:53:34.687137,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,354.73MB
2020-01-29 09:54:34.943137,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,355.17MB
2020-01-29 09:55:35.199131,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,355.43MB
2020-01-29 09:56:35.461518,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,355.68MB
2020-01-29 09:57:35.711151,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,355.93MB
2020-01-29 09:58:35.973548,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,356.15MB
2020-01-29 09:59:36.191153,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,356.40MB
2020-01-29 10:00:36.453536,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,356.71MB
2020-01-29 10:01:36.716211,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,356.97MB
2020-01-29 10:02:36.978545,10,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,357.23MB
2020-01-29 10:03:37.183107,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,357.49MB
2020-01-29 10:04:37.443139,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,357.73MB
2020-01-29 10:05:37.679133,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,357.99MB
2020-01-29 10:06:37.938780,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,358.23MB
2020-01-29 10:07:38.183127,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,358.47MB
2020-01-29 10:08:38.445542,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,358.71MB
2020-01-29 10:09:38.687127,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,358.95MB
2020-01-29 10:10:38.949568,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,359.19MB
2020-01-29 10:11:39.199119,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,359.44MB
2020-01-29 10:12:39.461527,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,359.68MB
2020-01-29 10:13:39.711144,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,359.93MB
2020-01-29 10:14:39.973629,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,360.18MB
2020-01-29 10:15:40.191164,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,360.43MB
2020-01-29 10:16:40.423999,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,360.68MB
2020-01-29 10:17:40.686394,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,360.95MB
2020-01-29 10:18:40.948751,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,361.21MB
2020-01-29 10:19:41.183184,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,361.47MB
2020-01-29 10:20:41.445570,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,361.73MB
2020-01-29 10:21:41.695163,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,362.00MB
2020-01-29 10:22:41.957597,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,362.25MB
2020-01-29 10:23:42.207140,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,362.72MB
2020-01-29 10:24:42.468951,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,362.97MB
2020-01-29 10:25:42.687134,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,363.21MB
2020-01-29 10:26:42.949435,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,363.45MB
2020-01-29 10:27:43.199152,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,363.77MB
2020-01-29 10:28:43.461554,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,364.00MB
2020-01-29 10:29:43.711165,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,364.26MB
2020-01-29 10:30:43.973488,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,364.52MB
2020-01-29 10:31:44.191140,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,364.80MB
2020-01-29 10:32:44.453482,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,365.06MB
2020-01-29 10:33:44.703142,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,365.36MB
2020-01-29 10:34:44.965440,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,365.64MB
2020-01-29 10:35:45.183192,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,365.91MB
2020-01-29 10:36:45.445462,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,366.14MB
2020-01-29 10:37:45.695143,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,366.43MB
2020-01-29 10:38:45.957431,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,366.66MB
2020-01-29 10:39:46.207177,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,367.00MB
2020-01-29 10:40:46.469556,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,367.33MB
2020-01-29 10:41:46.687133,9.1,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,367.60MB
2020-01-29 10:42:46.949488,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,367.93MB
2020-01-29 10:43:47.199186,10,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,368.21MB
2020-01-29 10:44:47.461464,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,368.43MB
2020-01-29 10:45:47.711137,10,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,368.71MB
2020-01-29 10:46:47.973404,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,369.07MB
2020-01-29 10:47:48.191160,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,369.49MB
2020-01-29 10:48:48.453790,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,369.74MB
2020-01-29 10:49:48.703168,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,370.00MB
2020-01-29 10:50:48.965565,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,370.29MB
2020-01-29 10:51:49.183159,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,370.52MB
2020-01-29 10:52:49.403143,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,370.80MB
2020-01-29 10:53:49.665520,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,371.06MB
2020-01-29 10:54:49.915129,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,371.31MB
2020-01-29 10:55:50.135128,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,371.55MB
2020-01-29 10:56:50.395073,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,371.79MB
2020-01-29 10:57:50.657528,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,372.02MB
2020-01-29 10:58:50.920522,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,372.29MB
2020-01-29 10:59:51.135185,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,372.53MB
2020-01-29 11:00:51.385180,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,372.86MB
2020-01-29 11:01:51.647549,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,373.12MB
2020-01-29 11:02:51.907493,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,373.26MB
2020-01-29 11:03:52.171128,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,373.44MB
2020-01-29 11:04:52.385181,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,373.69MB
2020-01-29 11:05:52.647484,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,373.93MB
2020-01-29 11:06:52.851129,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,374.20MB
2020-01-29 11:07:53.113549,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,374.46MB
2020-01-29 11:08:53.363124,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,374.71MB
2020-01-29 11:09:53.625475,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,374.98MB
2020-01-29 11:10:53.875126,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,375.22MB
2020-01-29 11:11:54.135145,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,375.55MB
2020-01-29 11:12:54.385185,10,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,375.87MB
2020-01-29 11:13:54.647570,9.1,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,376.12MB
2020-01-29 11:14:54.895141,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,376.41MB
2020-01-29 11:15:55.135239,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,376.63MB
2020-01-29 11:16:55.385192,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,376.92MB
2020-01-29 11:17:55.647487,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,377.22MB
2020-01-29 11:18:55.909860,0,3.62GB,2.24GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,377.47MB
2020-01-29 11:19:56.173094,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,377.73MB
2020-01-29 11:20:56.385193,9.1,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,378.02MB
2020-01-29 11:21:56.599151,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,378.28MB
2020-01-29 11:22:56.861479,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,378.52MB
2020-01-29 11:23:57.107199,0,3.62GB,2.25GB,1.16GB,37.9,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,378.77MB
2020-01-29 11:24:57.369628,0,3.62GB,2.24GB,1.16GB,38,0.00B,0.00B,0.00B,0,9.78GB,5.34GB,3.92GB,57.7,413.63MB,379.03MB
